,comment,title,date,name,stars
15276,"Imbarazzante , scarso e il controsenso e’ che e’ L unico luogo dove ti obbligano a usare la mascherina! Dopo tutto quello che e’ successo sono in grado di farti odiare il loro sistema anche nel 2022. Chi nasce tondo non può morire quadrato!",Imbarazzante controsenso, 5 settembre 2022,Carlotta Z,1.0
15277,"Merita almeno una giornata,per assaporare con gusto un ambiente carico di attrattive e curiosità di ogni tipo.Molto curato.Ci si sente veramente compartecipi alla vita sportiva dei newyorkchesi (dal baseball al footing) ed anche con una semplice passeggiata si può assaporare un salutare relax,sempre necessario per visitare la metropoli più affascinante,vivace e sfuggente,del mondo.Nel percorrere Strawberry Fields,persino due scoiattoli ed un grillotalpa,celebravano liberamente,in pace, l'immortale canzone ""Immagine"" di john Lennon.","Stupenda ""immagine"" di New York", 15 ottobre 2017,Paolo D,5.0
15278,"Bello immenso e caratteristico. Deludente lo zoo che otre ad essere piccolo, ha gabbie minuscole e di conseguenza animali con comportamenti ripetitivi e sguardo assente.",Central Park, 25 agosto 2015,Federico C,4.0
15279,"Senza parole, al freddo e in pochi a vedere la luna tra le guglie e la Madonnina.  Il Duomo emoziona anche se lo vedi ogni giorno.",Il duomo di notte.............., 1 febbraio 2019,Sandro Satta,5.0
15280,"Durante la nostra permanenza a Berlino, tra le altre cose, abbiamo fatto visita a questo imponente e bel monumento, ma sono rimasto un po’ deluso perché non mi aspettavo che, proprio attaccati allo stesso, ci fossero altri uffici/abitazioni che, per quanto mi riguarda, nulla hanno a che vedere con la storia. Sarebbe stato giusto valorizzarlo di più e lasciarlo come si vede nelle foto dell’epoca.😪😪😪",...un po’ deluso!!!, 8 gennaio 2020,Salvatore R,3.0
15281,Un susseguirsi di locali di ogni genere che danno lustro ad un quartiere che di per se è oggettivamente non bello,Solo locali, 11 dicembre 2016,redrosso,2.0
15282,"La meraviglia del parco sono gli scoiattoli, talmente tanti da risultare quasi eccessivi. Bellissimi i colori autunnali ed il contrasto con i grattacieli che si affacciano sul parco.",Scoiattoli e foglie rosse, 3 novembre 2016,Lorenza P,5.0
15283,Ha fatto fa sfondo a tutti i momenti salienti della storia di Berlino. Alle spalle passava il muro e il segno indelebile é ancora al centro della strada a ricordo di quanto accaduto.,Il simbolo di Berlino , 6 novembre 2019,se d,5.0
15284,"una zona particolare ricca di vita e di attivita specialmente per i piu giovani offre molti locali, un po cari ma è giusto cosi",particolare, 6 ottobre 2016,Gabriele Z,4.0
15285,"Amo Milano in tutte le sue forme e sicuramente il suo Duomo è una delle cose più belle del mondo.La sua maestosità si erge nella piazza con una magia unica.Pazzesco a Natale!!!Se volete vederlo in un’atmosfera magica, andate all’alba in primavera.Non ve ne pentirete :) ",Esiste qualcosa di più bello?, 29 dicembre 2018,Fiore,5.0
15286,Ci sono un paio di canali in questa zona. La Grande è il più trafficato e uno più vivace mentre il Pavese è più calmo. Si tratta di una zona fantastica di Milano e ci torneremo qui la prossima volta. Non dimenticate il po di foto con lo squalo sotto il ponte!,Ottimo posto!, 11 novembre 2012,🛶🏕🍷🍸🍹,5.0
15287,"Di origine paleocristiana, ricostruita nel Cinquecento e già sede del più importante monastero femminile della città appartenente all'ordine benedettino. Collocata all'angolo tra via Luini e corso Magenta, è decorata internamente con un vasto ciclo affreschi di scuola leonardesca e viene indicata come la ""Cappella Sistina"" di Milano o della Lombardia. Da visitare assolutamente, è aperta grazie ai volontari del Touring",Meraviglia, 18 ottobre 2016,giringiRoss,5.0
15288,"Luogo stupendo ricco di fascino , uno dei simboli più importanti di Milano in Italia e nel mondo . Ci ritornerò ",Stupendo , 24 marzo 2019,Antonio DS,5.0
15289,Assolutamente merita di essere visitata interamente..inclusa la parte archeologica che le terrazze..vista spettacolare ,Capodanno , 2 gennaio 2020,Angela P,4.0
15290,"Sicuramente un luogo imperdibile vista la imponente e importante collezione, tuttavia l accesso dei numerosi gruppi andrebbe meglio regolato. “Orde” di bambini accompagnati dalle insegnanti rendono a volte la visita un incubo.","Bello, ma...", 11 maggio 2018,Angelica,5.0
15291,"Ottimo servizio per comprare i biglietti e saltare le lunghe file ai musei , ho utilizzato headout sia per il museo Del Prado che per il museo Reina Sofía. ",Tra cultura e tapas , 3 novembre 2021,Danielita,5.0
15292,Bello passeggiare in questa zona della città ammirando gli splendidi murales. Si è trovato il modo di colorare brillantemente un aspetto grigio e buio della città. Difatti tali murales sono riportati su alcuni resti del muro di Berlino. Inoltre il sito è posto nei pressi del fiume Sprea e consiste anche di una zona verde nella quale rilassarsi.Andateci e non ve ne pentirete!,Fantastico!, 26 agosto 2019,Giovanni,5.0
15293,"assolutamente da vedere !!  ed ascoltare la storia che risale al 200 D.C. all'epoca dei Romani quando fecero di Milano la capitale dell'Impero Romano d'Occidente !! poi è diventato monastero di clausura, ecc.  Totalmente riempita di affreschi e dipinti unici, e molto ben tenuti (restaurati) realizzati da pittori minori ma di scuole importanti.  Tempo 1h e 30"".  Siamo stati con MilanoGuida ed è stato veramente ottimo. La guida (Melita) ci ha saputo far vivere la storia così come mai raccontata.  Prendersi il tempo giusto: una visita veloce non consente di capire ed apprezzare.   Consigliatissimo.","dicono sia la Sistina di Milano:  un po' esagerata, ma molto bella ed interessante", 22 gennaio 2018,Edo-2010,5.0
15294,"Fuori dalle mete tradizionali del turismo veloce, questo posto incantevole e ben tenuto, si avvale del contributo personale di tanti volontari che con passione si adoperano perché  rimanga aperto il più possibile e gli affreschi di Bernardino Luini, il coro e la mistica atmosfera che si percepisce ne fanno un luogo incantevole e da non perdere.",Un gioiello un po' nscosto, 20 giugno 2018,Professorepercaso,5.0
15295,sono esposte opere dall'antichità ai nostri giornisezioni particolari per i pittori italiani con grande ampiezza per Tiziano che a Madrid ha sviluppato alcune delle sue grandi opere miglioriho ritrovato anche un Moretto della mia Brescia oltre al Savoldo,l'arte a disposizione di tutti, 14 ottobre 2019,Walter B,5.0
15296," A fianco della Chiesa di San Maurizio vi è pure il Museo Archeologico che raccoglie materiali provenienti da raccolte private e da scavi effettuati a Milano ed oggetti preistorici appartenenti alle civiltà egizie e greche. La Chiesa in realtà è una doppia Chiesa, forse quella interna era riservata al Monastero delle Benedettine. Gli affreschi di pregevole levatura sono attribuiti a Bernardino Luini. ",La Chiesa nella Chiesa, 16 settembre 2015,eracle32,5.0
15297,"Nel decennio in cui sono nata io a Berlino costruivano il muro. Il memoriale inizia qualche centinaio di metri prima del vero e proprio edificio e museo. In vari totem vengono spiegate (solo in tedesco è inglese) le fasi più importanti che hanno portato alla nascita e costruzione del muro. Volti, storie, resti di case, un tratto di muro intatto com'era prima del 1989, c'è tutto per capire o tentare di capire cosa sia stato per Berlino e la Germania. Da non perdere",Storia contemporanea, 11 agosto 2018,Alessandra C,5.0
15298,"Questa chiesa rappresenta l'anima milanese: fuori insignificante, quasi brutta ma all'interno uno scrigno d'arte. Completamente affrescata da artisti come Bernardino Luini e figli, Simone Peterzano, i Campi, è un tripudio di colori e di personaggi religiosi e laici. Da vedere assolutamente.",La Cappella Sistina di Milano, 24 agosto 2016,Laraioan,5.0
15299,"Bellissimo parco, ben curato e pieno di piccole attrazioni, io l'ho percorso in bici è stato faticoso ma una bella esperienza.Poi sono tornata altre volte anche per prendere il sole e godermi lo spazio verde della città.",IN MEZZO AL VERDE TRA I GRATTACIELI, 14 settembre 2016,Diana P,5.0
15300,il parco è bellissimo e pieno di sorprese: vale la pena dedicare almeno mezza giornata per visitarlo tutto con calma.,meraviglioso, 15 settembre 2016,Baobab3,5.0
15301,"Non ho capito cosa rappresenta quest'opera, ma sicuramente è da andare a vedere, i tedeschi hanno fatto i conti con il loro passato.... ",Una visita per la memoria , 31 dicembre 2018,Pietro Angelo C,5.0
15302,Luogo irrinunciabile da visitare se si visita Madrid...ci sono stata per ben due volte...stupendo...ed ovviamente enorme...a volerlo visitare bene non credo basterebbe una settimana...ovviamente c'è sempre la fila per poter fare il biglietto ma scorre molto rapidamente...,Da non perdere, 27 ottobre 2018,Mela876,5.0
15303,"Tappa obbligatoria per un monumento storico, un monumento che ha diviso una città. Consiglio di passarci sia di notte, in tarda serata ma anche la mattina presto per godersi l'alba",La porta del mondo, 7 febbraio 2023,Lestat C,5.0
15304,La prima tappa appena arrivato a Milano. Non può mancare. Maestosa Cattedrale ed architettura bellissima. Ho optato anche per la visita alle terrazze per meglio apprezzare l'architettura esterna nei suoi particolare nonchè nel suo spendore.,Da non perdere, 2 luglio 2019,Francesco S,5.0
15305,"Duomo il cuore di Milano, una delle piazze più belle d'Italia, da qui partono le strade più belle di milano piene di vita e negozi, mi ricordo che mi ci portava la mamma, in mezzo ai piccioni e al traffico perché allora le auto ci passavano intorno, la nostra bella chiesa con la madonnina in cima, ultimamente ci sono passato per il raduno nazionale degli alpini giorni fantastici",Il cuore, 21 maggio 2019,Massimo A,5.0
15306,"Da fuori non diresti mai che dietro quella facciata anonima si nasconde una meraviglia assoluta.Affreschi meravigliosi, un coro ligneo superbo, accanto al museo archelogico al quale è collegato.Imperdibile",Cappella sistina milanese, 25 febbraio 2016,Elena C,5.0
15307,É imperdibile una visita al muro di Berlino. simbolo di questa città é lungo 1 km e mezzo e divideva Berlino Ovest e Berlino Est,Grandioso, 2 agosto 2019,FABIO L,5.0
15308,"Central Park va visitato almeno una volta nella vita; è talmente vasto e diverso che ogni volta da emozioni nuove; peccato che non era innevato, comunque questo rettangolo verde circondato da grattacieli è magico.",Il polmone di Manatthan, 6 gennaio 2020,Carlo Cadga,5.0
15309,"Central park è un luogo verde davvero molto grande, ben tenuto e senza zone pericolose. Ci sono spazi per attività all'aperto, per picnic e per rilassarsi.",Parco curato e ricco di spazi, 7 maggio 2017,mysky2000,4.0
15310,"Raggiungibile facilmente a piedi, fra Potsdam Platz e Chech Point Charlie, è un'altro luogo assolutamente da vivere. Lo spazio esterno, allestito  a ridosso di una parte di muro, consente tramite una serie di documentazioni fotografiche, di immergersi nei luoghi e nel clima della germania di allora. Lo spazio espositivo interno è rappresentato da una struttura molto bella ed essenziale che accompagna con i suoi documenti e le sue immagini nell'orrore della deportazione e dell'assassinio del popolo ebreo. Per non dimenticare...   Si esce con il cuore pieno ma con la consapevolezza ancora più forte che non dovrà più succedere niente di così orribile",Uno spazio espositivo che racconta tutto l'orrore dell'olocausto con un rispetto assoluto delle vittime e della verità, 6 settembre 2018,lucia885,5.0
15311,"Bellissimo parco al centro della città , assolutamente da non perdere per una bella e rilassante passeggiata , all interno del parco c'è di tutto , parchi giochi per bambini , giostre , bar , bagni pulitissimi , laghi e laghetti e tantissime altre cose . ",Fantastico, 27 ottobre 2015,bibilau,5.0
15312,Un posto che lascia nella memoria un segno indelebile perché era la divisione di due popoli due culture di due umanità da vedere assolutamente,Ricordi storici , 8 settembre 2019,demitri76,4.0
15313,"I disegni sono belli ma stiamo parlando di un posto che ha rappresentato la sofferenza e la divisione dell'Europa; è invece trattato come una grande galleria d'arte all'aria aperta visitata da troppa gente che probabilmente non ha idea di cosa rappresenti. Più bello ed evocativo della storia il Memoriale del muro di Berlino, un paio di chilometri più a nord",Sito troppo turistico, 8 gennaio 2020,RobertoRosi,3.0
15314,Noleggiare una bicicletta (sono numerose le attività nella zona) e girare così Central Park è uno dei modi migliori per poter visitare questo posto stupendo: un vero e proprio cuore verde al centro della Grande Mela,Giro in bici, 27 agosto 2018,Camillo P,5.0
15315,"anche se si deve prendere metro, vale senz'altro la pena di andare a vedere questo unico muro lungo 1,500 km, tutto disegnato da entrambi i lati di graffiti molto belli e che riassumono quel periodo storico. Ci vuole circa 1ora e mezza e con il caldo suggerisco di andarvi nelle ore più fresche. Oltretutto si può continuare lungo la sprea per ammirare il ponte rosso.",molto suggestivo, 29 giugno 2019,mare392,5.0
15316,"La parte più significativa di questo luogo particolare, sono le stanze sotterranee ognuna con un nome diverso e dedicate ad un ricordo diverso. Suggestivo il labirinto.",Immancabile visita, 18 marzo 2019,MARIASIGRISI,4.0
15317,"Siamo stati qui a amici consigli. Siamo andati a metà settimana e intorno alle 11:00. C'era poco aperta e molto da vedere.Alcuni negozi/caffetterie sono state iniziando a impostare ma i canali stessi davvero non sono così belle che ci siamo andati a piedi intorno e aveva una bella pausa caffè in una moderna caffetteria e poi ci siamo diretti al Duomo area , attraverso il retro strade e questo ci è piaciuto molto..",Deludente, 8 dicembre 2016,Happy Traveller,3.0
15318,"Abbiamo passeggiato per due ore in questo magnifico parco, detto il ""polmone verde"" di NYC. Ad ogni angolo ti sembra di essere all'interno di un film, ci sono tante attrazioni ed è piacevole attraversare i vari ponticelli e sentieri. Mi è piaciuto molto! Consigliato!",Rilassante, 13 agosto 2017,JulienRose,5.0
15319,"Andare a Milano e non visitare il Duomo e la Madunina sarebbe un delitto. Una meraviglia architettonica che si erge nel centro della fantastica città meneghina. Si consiglia possibilmente una accurata visita in un giorno feriale, per evitare file e confusione. Il Duomo difatti è metà di migliaia di turisti ogni giorno, soprattutto in quelli festivi.",Meraviglia architettonica, 21 gennaio 2014,Ariminum62,5.0
15320,"L'ideale? Percorrere la V avenue soffermandori in diversi negozi (c'è ne' per tutti i gusti) e arrivare al parco. Da percorrere senza fretta. Soffermandosi nelle panchine, guardando il lago e visitando lo zoo (quello del film Madagascar). Se hai voglia visita l' attiguo metrolitan museum",Un'icona - informazioni utili, 20 marzo 2017,Nigam,5.0
15321,"Impossibile non vedere il memoriale se si viene a Berlino. Vedere la maestosità di questo confine, standoci sotto non è proprio bellissimo, sicuramente fa pensare... ",Passeggio x Berlino, 9 maggio 2018,ilenia922015,5.0
15322,"Bellissimo! Anche se febbraio era molto freddo, le giornate di sole ci regalavano uno scorcio di primavera! È semplicemente bellissimo, ",Febbraio 2018, 6 marzo 2019,Mydoc 64,5.0
15323,"Posto magico Immancabile la passeggiata a cavalloOltre all' enorme estesa di alberi e piante, sono molto belle da vedere le statue.  Consiglio vivamente quella di Alice ( chissà perché) davvero fiabesca ",Splendido , 26 novembre 2017,Zambonda,5.0
15324,"Magnifico museo con varie entrate, viene data una mappa gratuita con la collocazione dei 50 capolavori importanti da non perdere nelle varie sale. Alcune sale purtroppo sono a luci soffuse, le opere non si vedono quasi nel semibuio voluto forse per proteggere i colori, peccato. Sempre aperto 10-20 ma lo sconsiglio nei w-end ovviamente o ve ne pentireste..","Grandioso ma con luci troppo soffuse, da evitare nei week end...", 6 aprile 2019,BauerRoi,5.0
15325,"una doppia chiesa, entri nella prima ed è già una sorpresa, ma quando entri nella sezione riservata alle monache è veramente da godersi ogni angolo ",un gioiello nascosto, 27 ottobre 2014,woland l,5.0
15326,"Central Park e’ il più grande parco nel distretto di Manhattan, a New York. Curato,ben tenuto, fresco e silenzioso al centro della city forse più caotica che conosco. Se volete godervelo , vista la dimensione, noleggiate una  bike e , vivete il panorama dei grattacieli dietro al verde, i laghi , il verde che vi circonda! ",New York, 2 settembre 2018,Pierluigi Silva,5.0
15327,È un’attrazione che non può mancare nella vostra gita a Berlino. È bellissimo il panorama da lassù ed il bello è che è tutto gratuito con audio guida compresa che spiega ogni cosa che si vede mano a mano che si sale per la terrazza.,Interessante e bello, 12 aprile 2019,checco_001,5.0
15328,"Proprio come si vede nel film...central park è bellissimo, specie in autunno con le mille sfumature dei colori freddi che offre ai suoi visitatori. Enorme e diversissimo ci si perde passeggiandoci. La parte nord è più tranquilla e meno turistica. La parte sud invece è molto più turistica, più frequentata. Durante il periodo natalizio c'é una grandissima pista di pattinaggio sul ghiaccio che lo rende ancora più magico. Il laghetto con i grattacieli che vi si specchiano, la vastissima area pic nic con le altalene, il castello il cui terrazzo dona una vista su tutto il parco ne fanno assolutamente una tappa imperdibile che chiunque visiti la grande mela.",Autumn in New York, 11 dicembre 2015,840agnes,4.0
15329,"Semplicemente fantastico, l'unica cosa che nn mi è chiara è il divieto assoluto di fare fotografie,ma tutto sommato l'arte è bagaglio da portare con sè come ricordo.ci sono andata principalmente per un artista ben preciso ma il tutto mi ha sorpreso positivamente",Caravaggio, 13 novembre 2017,CarmenRu,5.0
15330,"Bellissimi affreschi ed affascinante sorpresa per un sito meno noto in centro a Milano, oltretutto gestito dai volontari del Touring Club che tengono aperto il sito con entrata libera. Complimenti vivissimi per un sito di notevole interesse gestito in maniera esemplare! C'è da riflettere ed imparare! Bravi!!",Sorprendente!, 4 novembre 2016,Marco650516,5.0
15331,Anche se super freddo non abbiamo rinunciato ad una lunga passeggiata in central park con la neve accompagnati da una cioccolata calda ,Camminata domenicale , 13 gennaio 2017,Giulia T,5.0
15332,"Si tratta di un affascinante zona della città, con un sacco di caffè e bar per rilassarsi. C'è un lavabo moderno in un angolo con le barche parcheggiate. Anche i tour dell'acqua sono disponibili da vari punti lungo il canale.",Bel posto per una passeggiata e un po' di cibo, 9 settembre 2016,Nick D,5.0
15333,"Il central park è molto diverso dai parchi che ho avuto modo di visitare in europa. In perfetto stile new yorkese è possibile effettuare un numero infinito di attività: visitare lo zoo, noleggiare una barca a remi o una barchetta telecomandata, correre, visitare lo strawberry field con il memoriale di John Lennon e probabilmente tante altre cose che non ho avuto modo di vedere. Potete andarci a per staccare alcune ore o pianificare la visita con le vostre attività preferite.",Tantissime cose da fare, 23 agosto 2016,Salvatore B,5.0
15334,solo con una guida che spiega si può capire veramente cosa era il muro. interessante il luogo con foto e filmati che ripercorrono tutta la storia,interessante, 21 agosto 2017,Simona R,4.0
15335,"Biglietto da 15 euro e nessuno sconto se si entra in comitiva. All'interno ci sono davvero molte opere e moltissime sale; tuttavia manca un senso logico ed è difficile seguire un percorso, correndo così il rischio di tralasciare molte opere. Inoltre le luci posizionate nelle sale sono veramente orribili e compromettono in molto casi la visione delle opere. Infine non sono permesse foto in nessun luogo.",Disorganizzato, 9 agosto 2019,Tommaso F,3.0
15336,"Come siamo arrivati con la metro fermata Duomo, salendo dalle scale che sbucano direttamente sulla grande piazza, ce lo siamo ritrovati davanti con tutta la sua imponenza. È il simbolo della città di Milano nel centro della città.Il suo assetto è frutto di lavori secolari , un lavoro enorme con un impianto tipicamente gotico.Avremmo voluto visitarlo internamente ma vista la lunga fila per accedervi abbiamo soprasseduto, ripromettendoci di farlo la prossima volta che torniamo a Milano.",imponente, 29 agosto 2014,Artemisia G,5.0
15337,"esperienza davvero molto Bella, ambiente pulito, personale educato e con il sole è ancora più bello. ",sabato happy hour, 8 aprile 2023,valentina890,5.0
15338,"Museo molto interessante, ma il percorso non è ben organizzato. Si ripassa nelle stesse sale per vederne di nuove, con il rischio di saltare qualcosa",Museo immenso, 16 dicembre 2017,Alberto B,4.0
15339,Non si può non vederla e rimanere folgorato....e’il simbolo della storia contemporanea . Purtroppo l’ho rivista occupata da un palco et concerti e  stend ma rimane sempre bellissima ,La storia , 28 giugno 2019,Elpa,5.0
15340,"non ci sono parole x descrivere i meravigliosi dipinti di questo museo,da  Raffaello,Tintoretto,Goya ,Velasquez e tantissimi altri.Da notare l'ingresso gratuito dalle 18 alle 20 ",assolutamente da non perdere, 5 maggio 2019,Giulio B,5.0
15341,"pur se l'esposizione è molto incentrata sulle storie delle persone, è molto interessante soprattutto per la presenza di un pezzo completo del doppio muro. Purtroppo  molto poco comprensibile per chi non parla tedesco","immancabile, esperienze delle persone", 1 marzo 2022,1969elena1969,5.0
15342,"Bello il Duomo non fo se vale la pena andare anche sopra niente di spetracolare, poi i lavori in corso hanno rovinato tutto, era giusto avvisare chi compava i biglietti poi uno è libero di decidere se andare o nemo senza tracarsi la sorpresa.",Bello peccato i lavori in corso, 16 gennaio 2019,Alex C,4.0
15343,"Una visita è d’obbligo, peccato che per la presenza della pista ciclabile e della quantità di turisti sia davvero complicato anche fare solo una foto. Avrei preferito fosse meglio gestito lo spazio nell’intorno della East side gallery!","Da vedere, ma speravo di meglio", 14 agosto 2018,daniela130415,3.0
15344,"Immenso, la visita di Central Park richiede un'intera giornata. Assolutamente consigliato il giro con la barchetta nel laghetto.",Il polmone verde della città, 31 agosto 2018,Francesco Dionesalvi,5.0
15345,"Ho visitato tanti musei in europa e nel resto del mondo, questo mi ha letteralmente conquistato per la straordinaria bellezze delle opere esposte. Il contesto espositivo non e' sempre facilmente fruibile.",Paradiso dell'arte ., 7 gennaio 2020,stefiparma,4.0
15346,"Non si può non passare per la Porta, di fronte di essa è segnato il percorso del muro che divideva la città in questo luogo.",Uno dei simboli della città, 7 agosto 2019,Michele B,5.0
15347,Immancabile una passeggiata in questo splendido parco nel centro di NEW York. Tutto è curato e molto tranquillo. Imperdibile. ,A spasso nel parco, 14 agosto 2016,Mixxo,5.0
15348,"Sebbene da fuori non catturi l'attenzione, appena entrati si palesa chiaramente la bellezza di questo complesso monastico. A pochi passi dal più noto Cenacolo, si trova un concentrato di affreschi di tale bellezza che non può e non deve essere trascurato. Un ringraziamento ai volontari del Touring Club che ne garantiscono l'apertura!",Un gioiello ancora poco conosciuto, 2 agosto 2016,Nebbia_Libera,5.0
15349,un gioiello da poco recuperato e restaurato: peccato per le luci troppo forti che rovinano l'atmosfera religiosa. Occasione per rileggersi anche la storia di Milano e le novelle del Bandello,rinascimento a Milano, 26 luglio 2016,card0,5.0
15350,Un posto che vale davvero la pena visitare. Immersi nel verde la mente viaggia e ci si sente protagonisti di ogni film ambientato a Manhattan. Un sogno che ognuno dovrebbe vivere almeno una volta nella vita.,Un sogno, 17 aprile 2016,Salvatore A,5.0
15351,"Maestoso fuori, semplicemente fantastico all'interno. C'è veramente poco da aggiungere se non quello di consigliare a tutti di visitarlo. la zona circostante è il cuore pulsante di Milano. Fantastico!",Duomo, 14 luglio 2021,Mirkomang,5.0
15352,Nonostante un pò di fila merita l'ingresso per vedere le opere che variano da quelle italiane a quelle spagnole e soprattutto bellissime quelle di Goya. Mi è dispiaciuto non poter fare le foto in quanto vietato. Per mangiare c'è un bellissimo bar al piano terreno dove poter fare una piacevole sosta ristoro anche se un pò troppo costosa.,vasta esposizione, 5 gennaio 2020,sissi26,5.0
15353,"Se amate l'arte e siete a Madrid...avete già capito! I dipinti (dei fiamminghi, ma non solo) sono la principale attrattiva, ma non mancano sculture. ",Maestoso, 21 maggio 2018,giovy007,5.0
15354,"Non ci sono parole, Leonardo sposta qui con i navigli la pietra di montagna e nasce un capolavoro dalle cento sfaccettature",bellissimo il marmo rosa di Candoglia all'alba e tramonto, 3 settembre 2021,noniscritto,5.0
15355,"E' sicuramente il simbolo di Berlino, come detto nel titolo dell recensione, le mie aspettative erano di un monumento molto più imponente, di dimensioni maggiori, ma ciò non toglie fascino e bellezza al monumento.",Non così imponente come mi aspettavo, 29 dicembre 2019,Sgangro,4.0
15356,"Piazza enorme, tanti turisti ma non sempre pulita. Mi capita spesso di trovare feci di cani e non sempre viene pulita.",Milano è sempre Milano, 6 marzo 2020,domenicodelcoco81,3.0
15357,occorre una buona mezz'ora per gustare i vari aspetti sia della chiesa sia del grande coro ligneo per i vari affreschi presenti per cui se non avete una buona guida fatevi guidare dal personale TCI volontari presente dopo la ristrutturazione quasi conclusa ,un capolavori di chiesa affrescata ma sconosciuta ai più, 12 aprile 2015,tiziano b,4.0
15358,"Sicuramente da vedere, noi abbiamo optato per la Visita nella fascia oraria gratuita e, nonostante la fila chilometrica, siamo entrati subito perché danno la precedenza alle famiglie con bambini! ",Collezione ricchissima, 14 novembre 2017,naracapitani,4.0
15359,"Il museo della topografia del terrore è stato realizzato nelle zone  sede delle centrali del terrore nazionalsocialista: la Gestapo, il comando delle SS, la cancelleria del Reich. Da questo luogo veniva ordinata la persecuzione e l'annientamento dei nemici politici del nazionalsocialismo sul territorio nazionale e all'estero; qui venne organizzato il genocidio degli Ebrei europei, dei Sinti e dei Rom.La mostra, completamente gratuita, come tutti i luoghi legati alla storia del nazismo, ripercorre la storia di questo luogo, delle istituzioni del terrore site nelle immediate vicinanze del quartiere di governo nazionalsocialista e dei crimini che esse perpetrarono in tutta Europa. Sull'area esterna vi è un’ulteriore esposizione, lungo i resti delle mura tuttora visibili.",Per non dimenticare, 19 luglio 2017,Robi,3.0
15360,"Sono stato più volte a passaggiare sui famosi Navigli di Milano, uno dei luoghi più famosi della città per quanto riguarda la vita notturna. Durante l'estate, specialmente nel fine settimana, questa zona di Milano e letteralmente presa d'assalto da giovani in cerca di divertimento. Ultimamente devo ammettere che la clientela è un pò cambiata e spesso capita di assistere a scene non sempre piacevoli. Molto meglio, secondo me, durante il giorno specialmente con il sole, passeggiare sull'argine e fermarsi a mangiare in una delle numerose trattorie è sempre piacevole.",Adatto ad un pubblico giovane, 2 febbraio 2012,Tomino82,3.0
15361,"Da visitare assolutamente! Opere imperdibili di Bernardino Luini, allievo di Leonardo! Si tengono concerti durante l'anno ..se avrete occasione di poter assistere sarete fortunati!",Un capolavoro imperdibile, 23 gennaio 2016,1952Expo2015,5.0
15362,"Chiesa spettacolare. E' la cappella Sistina di Milano. E' un tripudio di affreschi e storia. Non è possibile non visitarla, meglio se con visita guidata",visita guidata a s. maurizio, 9 ottobre 2016,alessandro v,5.0
15363,"È una delle zone di Milano più belle. Ci sono ottimi posti per mangiare, camminare e bere. Da visitare assolutamente",Bellissimi, 12 agosto 2018,Simone C,5.0
15364,"Il duomo piú bello al mondo. Non c'é altro da dire. Per TripAdvisor sí peró, quindi aggiungo questa frase",IL DUOMO, 18 gennaio 2020,Nolli19,5.0
15365,"Per chi si reca a Milano , anche se per lavoro , come nel mio caso non può non far tappa al duomo! Anni di storia a portata di foto!",Spettacolo, 17 novembre 2019,Vittorio Trobia,5.0
15366,"Purtroppo non era permesso, per i soliti motivi di copyright, scattare fotografie, certo è che avrei scaricato la batteria del mio cellulare se avessi potuto trattenere per me anche un piccolo ricordo.Il museo è fantastico, con capolavori che, anche se ci sembra di aver già mille volte visto lasciano ognuno un'impressione indelebile.Il biglietto non è economico ma bisogna pure venire a patti con gli enormi costi di mantenimento di questa grandissima struttura.Imperdibile",Vale il viaggio, 24 giugno 2018,FrancoPalazzi,5.0
15367,"Chiesa , che rappresenta il luogo storico dei concerti dedicati alla musica eseguita su strumenti originali a Milano, grazie al lavoro preziosissimo di Boccardi, mitica figura di funzionario del Comune di Milano che ha svolto il suo ruolo con grande dedizione e passione per molti anni. In più i concerti venivano eseguiti nella parte posteriore della Chiesa, con affreschi del Lippi, un organo originale dell' Antegnati (restaurato mirabilmente) ed un Coro ligneo cinque/seicentesco sui quali scranni molte volte mi sono accomodato. Merita una visita ed è di fronte al Teatro Litta altro luogo attualmente in piena attività e che merita una visita e la visone di una piece teatrale sempre di ottimo livello.","Chiesa cara ai cultori della musica eseguita su strumenti originali,.", 25 luglio 2016,DanieleColombo,5.0
15368,"Siamo stati a Central ParK nella zona sud ( verso la 57 Street ). Si consiglia una sosta al primo laghetto per vedere da vicinissimo la anatre che, senza paura, cercano cibo ( anche se è vietato ..).",E' proprio New York !, 6 giugno 2017,Giorgio T,5.0
15369,"Se andate a  Berlino, la porta di Brandeburgo merita la vostra attenzione, è il simolo di Berlino, ma anche della storia della città e un po' del'Europa, fino a 30 anni fa segnava il confine fra la sfera di influenza sovietica e quella diinfluenza occidentale",Merita, 6 novembre 2019,mariarita p,5.0
15370,"Sono presenti quadri dei più grandi artisti europei spagnoli, italiani e tedeschi. Il museo è ben organizzato. Visitato domenica 24 novembre, la fila è stata scorrevole",Museo da visitare, 24 novembre 2019,Gennaro F,5.0
15371,Una piacevole passeggiata serale in famiglia tutto illuminato con tanti localini carini. Era un po' che volevo venire a vederli e vale una passeggiata,Bella passeggiata serale, 17 gennaio 2018,PasqualedaNarnali,5.0
15372,"Una facciata che passa quasi inosservata ed un interno splendido, meritevole di una sosta. Ma il bello è anche ritornarci per osservare quei particolari sfuggiti la prima volta.",Da non perdere!!, 27 giugno 2016,CLAUDIA333,5.0
