Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,num_alt_pos_att,num_alt_pos_cen,num_alt_pos_dif,ps_scoring,ps_scoring_plus,ps_passing,ps_passing_plus,ps_control,ps_control_plus,ps_defend,ps_defend_plus,ps_physical,ps_physical_plus,Primary_Position,Assigned_Cluster
Tatumn Milazzo,81,65,42,68,70,83,80,67,64,49,37,51,44,35,41,55,74,38,78,70,58,65,72,55,81,79,64,83,73,83,86,85,82,71,84,83,LB,4,2,Right,"170cm / 5'7""",58kg / 128lb,RB,26,United States,NWSL,Chicago Red Stars,Bruiser,0,0,1,0,0,0,0,0,0,1,0,0,0,LB,10
Jordan Nobbs,81,75,77,81,83,67,64,79,72,82,77,73,81,73,66,82,74,69,86,80,83,83,80,85,79,85,81,69,50,69,72,55,67,77,59,58,CM,3,4,Right,"160cm / 5'3""",52kg / 115lb,LW,31,England,Barclays WSL,Aston Villa,Long Ball Pass,1,0,0,0,0,1,0,0,0,0,0,0,0,CM,10
Gabi Nunes,81,85,80,74,81,39,83,85,85,82,82,78,80,72,69,75,68,70,80,70,77,83,76,83,81,80,80,15,73,41,41,44,92,74,90,75,ST,4,3,Right,"169cm / 5'7""",59kg / 130lb,,27,Brazil,Liga F,Levante UD,"Acrobatic, Finesse Shot, First Touch, Flair, Quick Step, Rapid",0,0,0,1,0,0,0,2,0,0,0,2,0,ST,0
Sjoeke Nüsken,81,69,72,76,78,81,76,67,71,79,78,62,79,47,57,82,62,60,83,80,61,81,66,81,83,80,62,83,74,83,82,79,78,80,74,77,CM,3,2,Right,"173cm / 5'8""",58kg / 128lb,CB,23,Germany,Barclays WSL,Chelsea,"Aerial, Bruiser, Long Ball Pass",0,0,1,0,0,1,0,0,0,1,0,1,0,CM,10
Mayumi Pacheco,81,80,51,75,78,78,77,77,82,63,46,63,46,48,68,61,82,69,82,73,70,81,88,63,78,76,63,79,69,82,76,76,76,89,66,90,LB,3,3,Left,"164cm / 5'5""",55kg / 121lb,,26,England,Barclays WSL,Aston Villa,"Anticipate, Intercept, Pinged Pass, Whipped Pass",0,0,0,0,0,1,0,0,0,2,0,0,0,LB,10
Christen Press,81,79,79,80,82,46,69,77,80,85,80,76,78,80,77,79,75,75,86,75,76,84,77,64,75,86,84,43,82,42,42,38,85,70,70,62,ST,3,4,Right,"168cm / 5'6""",58kg / 128lb,LM,35,United States,NWSL,Angel City FC,"First Touch, Flair, Technical, Trickster",0,1,0,0,0,0,0,4,0,0,0,0,0,ST,0
Martina Rosucci,81,73,68,79,80,82,77,71,75,75,61,75,77,70,62,82,65,64,88,80,73,79,71,75,81,83,83,84,72,84,82,80,80,78,75,79,CB,3,3,Right,"171cm / 5'7""",61kg / 134lb,"CM, CDM",32,Italy,Calcio A Femminile,Juventus,"Flair, Slide Tackle, Technical",0,2,0,0,0,0,0,2,0,1,0,0,0,CB,10
Amaiur Sarriegi,81,88,77,75,84,46,81,87,88,80,82,77,75,47,67,74,75,58,79,75,70,83,92,92,80,84,82,35,81,32,56,49,95,91,82,61,RW,4,4,Right,"168cm / 5'6""",59kg / 130lb,"LW, ST, RM",23,Spain,Liga F,Real Sociedad,"Finesse Shot, First Touch, Quick Step, Relentless, Technical",2,1,0,1,0,0,0,2,0,0,0,2,0,RW,0
Caroline Seger,81,49,75,81,77,81,77,47,51,75,74,81,75,73,70,84,68,64,89,86,68,79,69,56,70,80,87,84,86,80,79,80,80,75,77,80,CM,3,4,Right,"176cm / 5'9""",62kg / 137lb,CDM,39,Sweden,Sverige Liga,FC Rosengård,Long Ball Pass,0,1,0,0,0,1,0,0,0,0,0,0,0,CM,10
Linda Sembrant,81,64,33,60,73,82,80,60,67,35,32,37,27,24,55,47,28,46,82,82,26,72,61,50,85,80,73,81,85,87,79,76,85,78,81,80,CB,4,2,Left,"175cm / 5'9""",67kg / 148lb,,37,Sweden,GPFBL,FC Bayern München,,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,1
Carolin Simon,81,75,57,74,79,80,71,82,70,70,50,68,70,38,39,59,79,71,79,75,70,78,71,77,83,84,73,79,77,81,80,79,83,79,65,74,LB,4,4,Left,"174cm / 5'9""",67kg / 148lb,,31,Germany,GPFBL,FC Bayern München,"Bruiser, Intercept, Long Ball Pass, Pinged Pass, Trickster, Trivela, Whipped Pass",0,0,0,0,0,2,0,1,0,2,0,1,0,LB,10
Andi Sullivan,81,65,61,78,75,79,79,66,64,56,52,75,70,50,65,75,73,68,84,82,66,71,72,77,72,82,83,79,57,83,83,73,75,77,83,74,CDM,3,3,Right,"168cm / 5'6""",57kg / 126lb,CM,28,United States,NWSL,Washington Spirit,"Intercept, Long Ball Pass",0,1,0,0,0,1,0,0,0,1,0,0,0,CDM,10
Sandie Toletti,81,79,76,83,80,72,76,80,79,78,73,82,78,75,72,80,82,80,86,82,79,81,77,78,81,81,81,79,57,64,78,74,78,77,76,74,CM,3,4,Right,"169cm / 5'7""",61kg / 134lb,CDM,29,France,Liga F,Real Madrid CF,"Incisive Pass, Press Proven",0,1,0,0,0,1,0,1,0,0,0,0,0,CM,10
Évelyne Viens,81,81,80,61,80,25,63,83,79,86,82,78,76,79,72,59,44,51,79,54,50,80,76,78,82,84,66,20,74,19,21,15,88,50,79,32,ST,4,3,Right,"173cm / 5'8""",64kg / 141lb,RW,27,Canada,Calcio A Femminile,Roma,"Finesse Shot, Trivela",1,0,0,1,0,0,0,0,0,0,0,1,0,ST,0
Lotte Wubben-Moy,81,58,42,62,65,83,76,62,54,40,38,50,42,30,58,57,32,32,81,79,55,59,59,41,75,74,84,80,82,88,81,80,85,66,81,76,CB,3,2,Right,"178cm / 5'10""",67kg / 148lb,,25,England,Barclays WSL,Arsenal,"Block, Long Ball Pass",0,0,0,0,0,1,0,0,0,1,0,0,0,CB,3
Bia Zaneratto,81,71,83,73,81,50,82,72,71,81,88,83,78,72,64,81,60,60,79,71,72,82,78,59,85,86,74,46,73,40,54,50,85,82,84,78,ST,3,4,Left,"174cm / 5'9""",72kg / 159lb,,30,Brazil,NWSL,KC Current,Flair,0,0,0,0,0,0,0,1,0,0,0,0,0,ST,0
Tere Abelleira,80,74,78,77,81,72,72,72,76,73,78,82,82,55,65,81,58,80,83,81,79,79,86,88,75,81,82,81,43,80,70,62,65,82,71,65,CM,4,4,Right,"160cm / 5'3""",59kg / 130lb,CDM,24,Spain,Liga F,Real Madrid CF,"First Touch, Incisive Pass, Press Proven, Tiki Taka, Trivela",0,1,0,0,0,2,0,2,0,0,0,1,0,CM,10
Karen Araya,80,58,79,80,76,66,78,63,54,80,81,77,81,60,78,84,72,81,82,81,82,77,55,77,75,82,81,69,50,64,70,66,68,84,77,76,CM,3,3,Right,"164cm / 5'5""",64kg / 141lb,CAM,33,Chile,Liga F,Madrid CFF,"Dead Ball, Intercept",0,1,0,1,0,0,0,0,0,1,0,0,0,CM,10
Ane Azkona,80,81,76,78,78,54,72,82,81,80,80,70,77,66,75,76,81,71,81,70,75,77,82,84,74,80,70,54,71,52,51,47,83,81,71,60,RM,3,4,Right,"164cm / 5'5""",56kg / 123lb,"ST, RW",26,Spain,Liga F,Athletic Club,Technical,2,0,0,0,0,0,0,1,0,0,0,0,0,RM,0
Charlotte Bilbault,80,54,64,69,64,81,85,55,53,62,58,78,70,50,53,69,59,48,78,72,57,60,50,64,81,70,78,84,78,78,81,82,82,83,84,90,CDM,3,2,Right,"168cm / 5'6""",65kg / 143lb,CM,34,France,Arkema PL,Montpellier,"Aerial, Long Ball Pass, Pinged Pass",0,1,0,0,0,2,0,0,0,0,0,1,0,CDM,3
Nicole Billa,80,81,81,68,80,42,81,80,82,79,84,81,80,79,66,65,71,69,74,50,70,80,76,84,78,80,78,42,76,42,33,34,92,72,87,73,ST,3,3,Right,"168cm / 5'6""",59kg / 130lb,,28,Austria,GPFBL,1. FC Köln,"Flair, Technical",0,0,0,0,0,0,0,2,0,0,0,0,0,ST,0
Kessya Bussy,80,81,78,73,84,43,54,80,81,80,80,77,80,63,74,76,69,63,77,68,74,86,82,81,74,85,77,37,66,34,48,43,65,73,44,53,LM,3,3,Right,"165cm / 5'5""",52kg / 115lb,"LW, RM",23,France,Arkema PL,Paris FC,"Finesse Shot, Flair, Quick Step, Technical",1,1,0,1,0,0,0,2,0,0,0,1,0,LM,0
Viola Calligaris,80,79,59,72,75,81,80,77,81,58,52,71,66,45,67,63,74,57,80,71,62,71,75,74,76,82,75,78,78,81,85,79,83,76,84,75,CB,4,2,Right,"167cm / 5'6""",58kg / 128lb,RB,28,Switzerland,Calcio A Femminile,Juventus,"Intercept, Jockey, Slide Tackle",0,0,1,0,0,0,0,0,0,3,0,0,0,CB,10
Deyna Castellanos,80,74,83,80,83,55,72,75,74,83,85,82,84,81,71,82,76,73,83,77,80,86,71,71,81,86,77,59,79,37,65,42,85,76,73,60,CM,4,5,Right,"170cm / 5'7""",63kg / 139lb,CAM,25,Venezuela,NWSL,Bay FC,"Power Shot, Technical",0,1,0,1,0,0,0,1,0,0,0,0,0,CM,0
Rachel Corboz,80,58,74,80,81,71,64,50,64,75,73,73,76,62,80,80,77,77,85,78,69,82,69,74,77,84,79,75,49,79,74,56,56,77,62,53,CM,4,2,Right,"165cm / 5'5""",58kg / 128lb,CAM,28,United States,Arkema PL,Stade de Reims,"Anticipate, Incisive Pass, Whipped Pass",0,1,0,0,0,1,0,0,0,1,0,0,0,CM,10
Marine Dafeur,80,73,74,80,80,68,76,72,74,81,74,74,72,64,77,81,79,65,83,78,80,81,75,74,78,83,71,74,59,67,70,64,74,83,74,75,CM,2,3,Left,"166cm / 5'5""",66kg / 146lb,CDM,29,Algeria,Arkema PL,FC Fleury 91,"Incisive Pass, Long Ball Pass, Whipped Pass",0,1,0,0,0,2,0,0,0,0,0,0,0,CM,10
Abby Dahlkemper,80,46,47,61,63,84,72,51,42,49,43,62,46,36,42,56,55,41,70,62,61,58,55,77,74,67,74,84,82,84,85,82,80,50,78,83,CB,3,2,Right,"170cm / 5'7""",60kg / 132lb,,31,United States,NWSL,Bay FC,,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,3
Tierna Davidson,80,68,50,65,65,84,76,70,66,48,36,70,68,36,41,62,54,65,71,73,55,61,60,55,77,70,82,81,74,84,89,84,82,71,79,72,CB,4,2,Left,"177cm / 5'10""",65kg / 143lb,,25,United States,NWSL,NJ/NY Gotham,,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,10
Barbara Dunst,80,66,69,76,81,76,71,78,57,73,72,64,69,64,70,73,66,64,85,78,64,80,83,82,86,84,69,82,55,82,76,70,71,85,65,70,CM,3,4,Right,"168cm / 5'6""",60kg / 132lb,LM,26,Austria,GPFBL,Frankfurt,"Long Ball Pass, Technical",0,1,0,0,0,1,0,1,0,0,0,0,0,CM,10
Jun Endo,80,86,76,76,79,45,70,85,86,85,78,74,76,71,70,78,78,62,79,70,69,79,82,79,80,80,72,47,51,43,43,42,75,91,72,35,LW,3,4,Left,"163cm / 5'4""",60kg / 132lb,LM,24,Japan,NWSL,Angel City FC,"Press Proven, Relentless, Trivela",0,1,0,0,0,0,0,1,0,0,0,2,0,LW,0
Laura Feiersinger,80,82,68,77,80,68,69,83,82,84,69,62,69,61,63,82,69,55,84,75,68,79,79,69,87,86,65,76,57,65,70,68,73,79,62,71,CM,3,4,Right,"167cm / 5'6""",56kg / 123lb,"CAM, RM",31,Austria,GPFBL,1. FC Köln,Rapid,0,2,0,0,0,0,0,0,0,0,0,0,0,CM,10
Naomie Feller,80,91,80,70,81,34,75,91,91,81,82,81,81,73,66,70,71,61,75,59,67,83,82,73,73,81,78,31,69,30,32,20,89,71,83,58,ST,3,3,Right,"170cm / 5'7""",65kg / 143lb,RW,22,France,Liga F,Real Madrid CF,"Quick Step, Rapid, Trivela",1,0,0,0,0,0,0,0,0,0,0,2,0,ST,0
Tatiana Pinto,80,76,77,76,79,68,66,74,78,84,81,69,81,57,64,77,62,68,83,79,72,78,80,79,81,80,74,70,63,60,76,65,70,82,59,61,CM,4,3,Right,"167cm / 5'6""",55kg / 121lb,CAM,30,Portugal,Liga F,Atlético de Madrid,"First Touch, Intercept, Press Proven, Tiki Taka",0,1,0,0,0,1,0,2,0,1,0,0,0,CM,10
Jessie Fleming,80,82,77,77,82,68,51,86,79,79,80,83,77,43,67,78,69,65,84,81,65,82,84,93,78,81,82,69,58,66,74,62,62,78,36,50,CM,4,4,Right,"164cm / 5'5""",54kg / 119lb,CAM,26,Canada,NWSL,Portland Thorns,Press Proven,0,1,0,0,0,0,0,1,0,0,0,0,0,CM,0
Sanni Franssi,80,85,79,74,79,32,76,83,86,80,81,80,77,72,75,69,80,53,81,62,72,80,77,70,80,80,75,20,75,32,24,37,91,69,86,56,ST,3,4,Right,"167cm / 5'6""",65kg / 143lb,"CM, RW",29,Finland,Liga F,Real Sociedad,"Aerial, Quick Step, Rapid",1,1,0,0,0,0,0,0,0,0,0,2,0,ST,0
Maëlle Garbino,80,73,78,78,82,53,60,72,73,80,85,67,79,66,63,77,75,71,83,78,74,80,80,83,78,85,80,57,52,53,56,41,62,80,53,53,CAM,3,4,Left,"162cm / 5'4""",54kg / 119lb,CM,28,France,Arkema PL,Paris FC,"First Touch, Flair, Relentless, Technical, Tiki Taka",0,1,0,0,0,1,0,3,0,0,0,1,0,CAM,0
Hanna Glas,80,73,50,70,70,81,77,70,76,38,59,50,40,32,44,67,70,31,78,73,55,65,77,60,80,75,75,80,78,84,80,79,84,80,78,71,RB,3,3,Right,"172cm / 5'8""",64kg / 141lb,,31,Sweden,NWSL,Seattle Reign,,0,0,0,0,0,0,0,0,0,0,0,0,0,RB,10
Ana González,80,66,68,71,69,80,85,66,66,67,66,69,71,57,75,69,65,52,79,75,62,60,74,68,81,77,81,81,81,80,81,75,87,88,85,80,CDM,3,3,Right,"160cm / 5'3""",61kg / 134lb,CM,29,Spain,Liga F,Levante Badalona,"Anticipate, Jockey, Relentless, Slide Tackle",0,1,0,0,0,0,0,0,0,3,0,1,0,CDM,10
Sheila,80,80,80,68,77,52,70,81,80,82,82,80,80,74,65,66,55,70,79,60,68,75,75,81,80,80,75,55,82,45,50,40,89,75,72,55,ST,3,4,Right,"170cm / 5'7""",64kg / 141lb,,27,Spain,Liga F,Atlético de Madrid,"Aerial, Press Proven",0,0,0,0,0,0,0,1,0,0,0,1,0,ST,0
Oihane Hernández,80,77,62,75,73,78,74,79,76,69,61,60,64,55,61,70,75,58,80,75,80,66,79,73,77,81,71,80,55,79,81,80,75,83,72,66,RB,4,3,Right,"165cm / 5'5""",59kg / 130lb,,24,Spain,Liga F,Real Madrid CF,"Block, Rapid",0,0,0,0,0,0,0,0,0,1,0,0,0,RB,10
Sophie Ingle,80,64,65,75,76,77,68,67,61,76,60,72,69,56,57,80,62,47,85,80,53,78,65,63,75,79,78,80,52,81,82,73,65,79,65,60,CDM,4,3,Right,"173cm / 5'8""",62kg / 137lb,CM,33,Wales,Barclays WSL,Chelsea,"Intercept, Pinged Pass",0,1,0,0,0,1,0,0,0,1,0,0,0,CDM,10
Kerolin Nicoli,80,81,74,76,81,42,75,82,81,77,76,71,70,75,71,73,78,56,80,75,74,83,81,86,78,79,73,46,54,41,38,41,75,87,71,68,RM,4,4,Right,"164cm / 5'5""",60kg / 132lb,"ST, RW",24,Brazil,NWSL,NC Courage,"Flair, Jockey, Technical, Trivela",2,0,0,0,0,0,0,2,0,1,0,1,0,RM,0
Lisa Karl,80,81,64,70,80,79,72,82,80,43,72,64,55,51,60,59,72,69,78,67,63,80,87,77,77,79,69,79,79,79,79,78,88,76,75,57,RB,3,3,Right,"168cm / 5'6""",60kg / 132lb,LB,27,Germany,GPFBL,SC Freiburg,"Block, Quick Step, Technical, Whipped Pass",0,0,1,0,0,0,0,1,0,1,0,1,0,RB,10
Sophia Kleinherne,80,74,46,67,73,82,74,64,82,33,48,62,33,33,50,50,73,30,79,66,60,64,74,80,79,83,70,80,80,86,81,78,80,71,72,79,CB,4,3,Right,"169cm / 5'7""",56kg / 123lb,RB,24,Germany,GPFBL,Frankfurt,"Block, Intercept, Whipped Pass",0,0,1,0,0,0,0,0,0,2,0,0,0,CB,10
Rosemonde Kouassi,80,94,80,71,80,37,69,94,94,82,82,82,77,74,67,69,68,59,78,66,68,77,88,81,79,82,80,28,66,35,36,32,81,71,66,70,RM,4,3,Right,"164cm / 5'5""",54kg / 119lb,RW,22,Côte d'Ivoire,NWSL,Washington Spirit,"Quick Step+, Technical",1,0,0,0,0,0,0,1,0,0,0,0,1,RM,0
Hayley Ladd,80,59,57,72,70,78,78,58,60,59,57,71,46,61,47,71,56,55,84,79,58,67,64,62,74,76,75,79,69,82,78,77,74,73,76,90,CDM,3,3,Right,"172cm / 5'8""",64kg / 141lb,CB,30,Wales,Barclays WSL,Manchester Utd,"Bruiser, Press Proven",0,0,1,0,0,0,0,1,0,1,0,0,0,CDM,10
Maëlle Lakrar,80,76,46,67,71,83,74,70,80,48,43,61,40,36,39,58,59,39,80,75,57,68,65,56,75,77,76,78,85,81,87,83,85,75,73,72,CB,3,2,Right,"172cm / 5'8""",56kg / 123lb,,24,France,Liga F,Real Madrid CF,"Aerial, Intercept",0,0,0,0,0,0,0,0,0,1,0,1,0,CB,10
Lena Lattwein,80,69,71,78,81,75,81,64,73,78,70,75,69,67,61,83,69,60,84,76,75,80,78,77,80,85,72,79,60,83,72,68,76,79,84,78,CDM,4,3,Right,"176cm / 5'9""",65kg / 143lb,CM,24,Germany,GPFBL,VfL Wolfsburg,"Aerial, Incisive Pass, Press Proven",0,1,0,0,0,1,0,1,0,0,0,1,0,CDM,10
Martín-Prieto,80,78,81,70,75,51,87,76,79,82,81,84,79,84,80,80,66,67,70,60,76,70,80,80,77,80,75,50,84,45,50,45,94,92,87,80,ST,2,3,Right,"173cm / 5'8""",74kg / 163lb,,31,Spain,Liga Portugal Feminino,SL Benfica,"Aerial, Power Header, Power Shot",0,0,0,2,0,0,0,0,0,0,0,1,0,ST,10
Andrea Medina,80,80,55,74,71,79,76,82,79,69,55,62,51,35,52,68,77,51,82,70,59,66,79,70,75,75,80,77,80,79,80,74,86,77,70,85,LB,3,3,Left,"165cm / 5'5""",52kg / 115lb,,20,Spain,Liga F,Atlético de Madrid,"Block, Bruiser, Intercept, Relentless, Slide Tackle",0,0,0,0,0,0,0,0,0,4,0,1,0,LB,10
Erëleta Memeti,80,84,70,76,80,51,64,82,86,87,76,64,64,68,55,77,81,59,79,71,67,79,88,78,78,83,67,51,33,53,59,40,63,69,63,58,LW,3,3,Right,"166cm / 5'5""",57kg / 126lb,"RW, LM",25,Kosovo,GPFBL,TSG Hoffenheim,"Finesse Shot, Quick Step, Technical, Trivela, Whipped Pass",1,1,0,1,0,0,0,1,0,0,0,2,0,LW,0
Nuria Mendoza,80,71,56,71,65,81,79,71,71,55,52,67,54,44,61,65,60,46,84,79,45,55,72,73,79,74,66,80,81,80,83,81,90,72,84,70,CB,2,2,Right,"170cm / 5'7""",66kg / 146lb,,28,Spain,Liga F,Madrid CFF,Long Ball Pass,0,0,0,0,0,1,0,0,0,0,0,0,0,CB,10
Kelley O'Hara,80,83,56,72,75,78,73,82,83,53,48,73,62,58,45,58,79,61,78,71,77,72,77,76,74,78,81,75,75,80,79,82,86,75,75,62,RB,3,3,Right,"165cm / 5'5""",55kg / 121lb,LB,36,United States,NWSL,NJ/NY Gotham,Long Throw,0,0,1,0,0,0,0,0,0,0,0,0,0,RB,10
Denise O'Sullivan,80,82,70,72,78,78,79,80,83,81,71,78,62,51,67,83,45,59,81,78,58,78,74,72,79,80,79,81,64,78,81,74,83,76,81,78,CDM,3,3,Right,"163cm / 5'4""",56kg / 123lb,CM,30,Republic of Ireland,NWSL,NC Courage,"Anticipate, Block, Intercept",0,1,0,0,0,0,0,0,0,3,0,0,0,CDM,10
Midge Purce,80,89,76,76,79,42,73,90,89,82,80,74,73,67,72,75,78,63,79,74,74,79,82,77,77,80,70,46,50,38,41,43,77,81,75,55,RW,3,4,Right,"163cm / 5'4""",56kg / 123lb,"LW, RM",28,United States,NWSL,NJ/NY Gotham,"Jockey, Quick Step, Technical",1,1,0,0,0,0,0,1,0,1,0,1,0,RW,0
Géraldine Reuteler,80,89,75,77,84,56,75,90,89,86,76,72,75,69,66,71,69,63,87,78,66,81,84,79,85,89,78,46,68,42,73,50,84,81,75,66,CM,3,4,Right,"163cm / 5'4""",56kg / 123lb,CAM,25,Switzerland,GPFBL,Frankfurt,"Anticipate, Finesse Shot, First Touch, Quick Step, Whipped Pass",0,1,0,1,0,0,0,1,0,1,0,1,0,CM,0
Faustine Robert,80,89,78,77,79,55,54,87,90,80,76,83,83,68,71,73,81,82,79,71,80,77,87,70,75,81,78,51,48,57,59,52,57,83,34,69,RM,4,4,Right,"166cm / 5'5""",48kg / 106lb,"RW, ST",30,France,Arkema PL,FC Fleury 91,"Dead Ball, Finesse Shot, Flair, Quick Step, Trivela, Whipped Pass",2,0,0,2,0,0,0,1,0,0,0,2,0,RM,0
Elisa Senß,80,66,68,78,83,74,66,86,49,80,67,62,74,63,73,79,63,74,84,83,71,82,83,79,81,85,78,79,39,78,78,75,64,80,59,66,CDM,3,4,Right,"161cm / 5'3""",55kg / 121lb,CM,26,Germany,GPFBL,Frankfurt,"Flair, Jockey, Technical, Tiki Taka, Trivela",0,1,0,0,0,1,0,2,0,1,0,1,0,CDM,10
Marta Torrejón,80,63,54,74,73,80,75,60,65,45,51,71,51,36,50,70,81,51,81,65,65,69,62,69,80,81,84,82,84,81,75,80,82,80,73,72,RB,3,2,Right,"171cm / 5'7""",59kg / 130lb,CB,34,Spain,Liga F,FC Barcelona,"Aerial, Power Header",0,0,1,1,0,0,0,0,0,0,0,1,0,RB,10
Marion Torrent,80,70,58,74,76,81,73,71,70,65,52,69,63,45,59,62,78,53,80,78,67,74,71,87,78,77,76,81,75,76,88,83,78,82,68,75,CDM,3,3,Right,"164cm / 5'5""",53kg / 117lb,CM,32,France,Arkema PL,Montpellier,"Anticipate, Block, Bruiser, Intercept, Relentless, Slide Tackle",0,1,0,0,0,0,0,0,0,5,0,1,0,CDM,10
Ainhoa Moraza,80,80,45,66,66,77,66,80,80,54,41,61,40,20,45,32,80,49,80,60,74,52,70,77,79,80,81,79,66,81,77,74,73,77,59,66,RB,3,3,Right,"166cm / 5'5""",53kg / 117lb,LB,29,Spain,Liga F,Atlético de Madrid,"Intercept, Jockey",0,0,1,0,0,0,0,0,0,2,0,0,0,RB,1
Sarah Zadrazil,80,51,66,72,80,75,83,63,41,71,66,66,69,54,65,78,45,56,86,79,61,80,72,89,84,83,67,73,68,76,78,69,78,87,85,72,CDM,3,4,Right,"167cm / 5'6""",60kg / 132lb,CM,31,Austria,GPFBL,FC Bayern München,"Bruiser, Incisive Pass, Intercept, Press Proven, Relentless",0,1,0,0,0,1,0,1,0,2,0,1,0,CDM,10
Sara Agrež,79,76,48,70,65,79,79,74,77,34,51,40,50,43,60,60,79,59,76,62,67,58,60,49,79,76,73,76,81,82,79,74,89,75,80,77,LB,3,2,Left,"172cm / 5'8""",66kg / 146lb,CB,23,Slovenia,GPFBL,1. FC Köln,,0,0,1,0,0,0,0,0,0,0,0,0,0,LB,10
Eseosa Aigbogun,79,81,56,69,71,78,67,79,83,59,55,63,53,55,52,57,74,49,76,69,65,68,72,70,75,75,69,81,60,76,82,80,73,76,61,70,LB,3,2,Right,"166cm / 5'5""",56kg / 123lb,,31,Switzerland,Calcio A Femminile,Roma,"Block, Intercept",0,0,0,0,0,0,0,0,0,2,0,0,0,LB,10
Iris Arnaiz,79,69,67,74,73,79,77,70,69,69,60,81,69,60,70,70,71,60,81,75,64,69,72,67,77,79,72,75,80,77,83,78,83,83,75,75,CDM,3,3,Right,"168cm / 5'6""",60kg / 132lb,CM,30,Spain,Liga F,Sevilla FC,Rapid,0,1,0,0,0,0,0,0,0,0,0,0,0,CDM,10
Elizabeth Ball,79,39,44,59,63,82,73,34,43,42,37,62,45,36,41,59,43,39,71,62,41,61,36,67,77,70,71,80,79,81,85,78,75,51,81,82,CB,3,2,Right,"168cm / 5'6""",60kg / 132lb,,28,United States,NWSL,KC Current,Jockey,0,0,0,0,0,0,0,0,0,1,0,0,0,CB,3
Estefanía Banini,79,75,80,80,81,64,65,84,68,76,81,81,82,67,76,80,74,82,84,74,85,81,79,84,81,82,82,70,64,48,77,57,78,76,67,43,CM,4,4,Right,"160cm / 5'3""",58kg / 128lb,"CAM, LW",34,Argentina,Liga F,Levante Badalona,"Dead Ball, Finesse Shot, First Touch, Flair, Rapid, Trivela",1,1,0,2,0,0,0,2,0,0,0,1,0,CM,10
Molly Bartrip,79,69,56,69,68,81,77,70,68,54,50,66,61,41,73,51,60,70,81,80,65,58,70,75,79,79,78,81,82,85,78,77,82,86,70,80,CB,3,2,Right,"164cm / 5'5""",58kg / 128lb,,28,England,Barclays WSL,Spurs,"Anticipate, Block, Long Ball Pass",0,0,0,0,0,1,0,0,0,2,0,0,0,CB,10
Vicki Becho,79,84,77,70,85,45,65,82,86,81,79,75,78,74,68,65,70,63,78,62,68,88,79,69,79,86,84,38,72,40,46,39,82,65,69,52,ST,3,4,Right,"168cm / 5'6""",62kg / 137lb,"RW, LW",20,France,Arkema PL,OL,"Flair, Quick Step, Technical, Trickster",2,0,0,0,0,0,0,3,0,0,0,1,0,ST,0
Vilde Bøe Risa,79,64,68,73,79,63,74,67,61,75,64,69,75,64,63,77,52,62,83,81,60,80,69,71,75,82,82,77,75,39,77,52,81,79,79,52,CM,3,3,Right,"165cm / 5'5""",55kg / 121lb,CDM,29,Norway,Liga F,Atlético de Madrid,,0,1,0,0,0,0,0,0,0,0,0,0,0,CM,10
Signe Bruun,79,67,78,63,72,45,75,66,67,84,83,78,70,77,68,60,59,60,72,50,63,73,63,35,77,78,80,43,85,45,37,33,88,60,83,70,ST,3,3,Right,"178cm / 5'10""",68kg / 150lb,,26,Denmark,Liga F,Real Madrid CF,Aerial,0,0,0,0,0,0,0,0,0,0,0,1,0,ST,0
Linda Caicedo,79,86,70,79,80,38,47,85,86,72,74,70,72,51,50,75,80,61,84,80,62,82,86,61,70,81,71,49,40,30,42,30,53,73,37,36,LW,4,4,Right,"163cm / 5'4""",54kg / 119lb,"CAM, LM",19,Colombia,Liga F,Real Madrid CF,"Finesse Shot, Quick Step, Technical",0,2,0,1,0,0,0,1,0,0,0,1,0,LW,0
Jelena Čanković,79,73,79,75,82,59,71,73,73,85,80,79,81,78,65,75,65,65,80,77,78,84,67,70,77,86,78,67,69,44,67,58,75,76,68,70,CM,3,4,Left,"162cm / 5'4""",57kg / 126lb,CAM,29,Serbia,Barclays WSL,Brighton,"Chip Shot, Flair, Long Ball Pass, Power Shot, Technical",0,1,0,2,0,1,0,2,0,0,0,0,0,CM,10
Hawa Cissoko,79,51,34,60,54,79,79,50,51,37,32,40,28,38,49,46,36,40,82,79,29,41,41,68,77,69,64,74,83,80,78,80,81,64,80,93,CB,3,2,Right,"171cm / 5'7""",56kg / 123lb,,27,France,Calcio A Femminile,Roma,"Bruiser, Long Ball Pass",0,0,0,0,0,1,0,0,0,1,0,0,0,CB,4
